OBJECTID,FOLIO,ID,NAME,CAMPUS,ADDRESS,UNIT,CITY,ZIPCODE,PHONE,EMAIL,TYPE,GRADES,CAPACITY,ENROLLMNT,REGION,LAT,LON,POINT_X,POINT_Y,CREATED BY,CREATED DATE,MODIFIED BY,MODIFIED DATE,GlobalID,x,y
236,3021340000425,4491,Henry E.S. Reeves K-8 Center, ,2005 NW 111th St, ,Miami-Dade,33167,305-953-7243,,E,PK-8,689,830,C,25.87623,-80.23181,908745.875178978,561444.313228495,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 2:57:24 PM,e1e4d2b3-7051-4d04-8591-d213bebfd2e9,-8931365.0395,2983759.8964
237,0141200000120,5561,Frances S. Tucker Elementary, ,3500 Douglas Rd, ,Miami,33133,305-567-3533,,E,PK-8,486,341,C,25.72632,-80.25393,901783.533540495,506916.728921711,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 2:08:46 PM,efecb35f-80d5-4771-9701-65c51c45e6b6,-8933826.6991,2965224.5988
238,3059080060050,4511,Dr. Gilbert L. Porter Elementary, ,15851 SW 112th St, ,Miami-Dade,33196,305-382-0792,,E,PK-5,937,585,S,25.66468,-80.45267,836447.410343647,484193.299012549,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 12:01:32 PM,cdcff2a8-e2a2-4e66-a539-223bd7b10a69,-8955950.1989,2957609.9334
239,3031030000020,7251,Miami Central Senior High, ,1781 NW 95th St, ,Miami-Dade,33147,305-696-4161,,S,9-12,2322,1362,C,25.8617,-80.2283,909932.139244083,556170.392455585,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 12:56:10 PM,b2fe7748-1b41-4a19-9ae5-68d5a152544d,-8930973.9358,2981962.4693
240,3022180040011,4021,Oak Grove Elementary, ,15640 NE 8th Ave, ,Miami-Dade,33162,305-945-1511,,E,PK-5,652,527,N,25.9188,-80.18412,924331.349497493,577011.396506995,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:37:12 AM,41a93440-6653-4dca-916f-0942c8e2660e,-8926056.0059,2989027.5862
241,3060190000015,0311,Goulds Elementary, ,23555 SW 112th Ave, ,Miami-Dade,33032,305-257-4400,,E,PK-5,824,479,S,25.54888,-80.37164,863335.298240688,442223.942941464,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 2:25:28 PM,eab90a3f-cad1-4639-8fce-a16e262d4586,-8946930.6254,2943314.9496
242,0141020053290,7055,Young Women's Preparatory Academy, ,1150 SW 1st St, ,Miami,33130,305-575-1200,,S,6-12,374,287,C,25.77238,-80.21396,914842.196464658,523732.230761371,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 2:15:00 PM,81365c99-826e-48ac-8838-a9b1d852374d,-8929377.5041,2970916.5429
243,1678240000641,2001,Florida City Elementary, ,364 NW 6th Ave, ,Florida City,33034,305-247-4676,,E,PK-5,848,644,S,25.45201,-80.48621,825697.187741633,406855.437564522,E316899,6/11/2020 9:42:54 AM,E316899,3/31/2023 3:48:15 PM,1fc265ae-d983-4678-8dfb-abe2d645528d,-8959684.415,2931367.6319
244,3040100120330,1721,Everglades K-8 Center,Upper Academy,8300 SW 16th St, ,Miami-Dade,33155,305-264-4154,,U,0,502,336,C,25.75662,-80.32998,876690.452429127,517794.588003844,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 1:27:04 PM,27f9be3c-049d-4c45-8adb-f15fac72adb2,-8942292.453,2968968.9731
245,3040110000020,1081,Coral Terrace Elementary, ,6801 SW 24th St, ,Miami-Dade,33155,305-262-8300,,E,PK-5,614,455,C,25.74852,-80.3063,884497.639636397,514890.017889135,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:51:44 AM,78de4029-0e59-4e02-9834-26e0421f9355,-8939657.1874,2967967.5664
246,0141100490010,6841,Shenandoah Middle, ,1950 SW 19th St, ,Miami,33145,305-856-8282,,M,6-8,1214,1228,C,25.75423,-80.227,910587.859692696,517109.714531206,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:45:17 PM,6ba1a42e-24f1-474e-8b4c-5ef90a6aae01,-8930829.64,2968673.0066
247,3031010120010,8019,Dr. Marvin Dunn Academy For Community Education, ,8950 NW 2nd Ave, ,El Portal,33150,305-460-2946,,ALT,9-12,0,83,AC,25.85565,-80.20193,918616.567284171,554025.203333586,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 12:07:59 PM,ce30248c-89cb-41d0-b6b6-9adeeb9a4bd6,-8928038.7027,2981214.7264
248,3069200000680,9292,Transportation Redland Vehicle Maintenance,Redland,24600 SW 159th Ave, ,Miami-Dade,33031,(305) 248-4925,,A,0,0,0, ,25.53711,-80.44975,837600.73668072,437832.008473374,E316899,6/11/2020 9:42:54 AM,E316899,4/5/2023 11:40:40 AM,90742b60-d8b6-43d8-949d-f4efc69c8a55,-8955625.4473,2941862.7976
249,0420340010741,5021,Ben Sheppard Elementary PLC-V, ,5601 W 24th Ave, ,Hialeah,33016,305-818-7984,,PLC,0,0,0,N,25.8738,-80.33083,876194.106572662,560383.794827506,E316899,6/11/2020 9:42:54 AM,E316899,3/24/2023 12:30:57 PM,ea5dcaad-1cab-4773-8721-11309ce56444,-8942387.0593,2983459.5666
250,3421100012110,4301,Parkview Elementary, ,17631 NW 20th Ave, ,Miami Gardens,33056,305-625-1591,,E,PK-5,436,26,N,25.93554,-80.23444,907755.499754056,582998.437536567,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:49:50 AM,bb3ab53d-24bd-4a9b-b6d3-3a92e93b8ac4,-8931657.7218,2991100.4074
251,3530300310010,7261,School For Advanced Studies West,West Campus,3800 NW 115th Ave, ,Doral,33178,305-237-8000,,S,11-12,0,115,S,25.80833,-80.38456,858636.937404312,536502.375029266,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:44:33 PM,79a6dc6f-d78c-4b55-826c-38e753344756,-8948368.7461,2975362.0174
252,0421320010020,6231,Hialeah Middle, ,6027 E 7th Ave, ,Hialeah,33013,305-681-3527,,M,6-8,955,1006,N,25.87761,-80.26848,896686.91043175,561878.417548902,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:00:45 PM,85c11eb2-b6e4-4ef3-a9b7-5a35281b8df3,-8935446.6712,2983931.1079
253,0131220370010,7342,Miami Jackson Adult Education, ,1751 NW 36th St, ,Miami,33142,305-634-2621,,O,0,0,0,C,25.81028,-80.22614,910753.013996847,537485.784438178,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 12:59:42 PM,fad379a0-0c90-40ac-a652-868cf57e80d6,-8930733.3015,2975602.9835
254,0141060300010,1881,Henry M. Flagler Elementary, ,5222 NW 1st St, ,Miami,33126,305-443-2529,,E,PK-5,938,790,C,25.77204,-80.28133,892670.499548007,523483.714665145,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 2:40:52 PM,5ab3a423-6dcb-4892-b311-72e85526153d,-8936877.4399,2970875.0773
255,3421090021060,3581,Myrtle Grove K-8 Center, ,3125 NW 176th St, ,Miami Gardens,33056,305-624-8431,,E,PK-8,735,158,N,25.93443,-80.25223,901912.707556617,582561.985696159,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:34:57 AM,0d045b07-788e-4752-9699-21e317b004e6,-8933637.5743,2990963.2652
256,3059040000165,7781,Felix Varela Senior High, ,15255 SW 96th St, ,Miami-Dade,33196,305-752-7900,,S,9-12,2818,1909,S,25.67781,-80.44282,839671.611306649,488977.963593006,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 1:31:37 PM,abd51c57-b2d7-46d3-8c63-76d29fec4c3c,-8954853.7549,2959231.297
257,3031150000140,4501,Poinciana Park Elementary, ,6745 NW 23rd Ave, ,Miami-Dade,33147,305-691-5640,,E,PK-5,756,195,C,25.83601,-80.23487,907826.096618123,546819.728254877,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:53:07 AM,194e3150-06b3-4f31-b539-11e13ff95434,-8931705.2561,2978784.5502
258,3059120060750,1331,Devon Aire K-8 Center, ,10501 SW 122nd Ave, ,Miami-Dade,33186,305-274-7100,,E,PK-8,1391,815,S,25.66904,-80.3915,856588.999610405,485865.97946211,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:58:30 AM,c4f5d0d0-56f0-475f-b0b5-900c892a09e2,-8949140.7027,2958148.4227
259,3530200000070,5101,John I. Smith Elementary PLC-A1, ,10415 NW 52nd St, ,Doral,33178,305-406-0220,,PLC,0,403,0,C,25.82051,-80.36469,865152.058050379,540960.35109742,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 12:04:12 PM,47dcaa45-742c-42a9-905e-5546c34e905e,-8946157.0325,2976868.1809
260,3079040000130,8981,South Dade Skill Center,Skills Center Campus,28300 SW 152nd Ave, ,Miami-Dade,33033,305-247-7839,,O,0,0,0,AC,25.50385,-80.43736,841736.374188572,425761.686798133,E316899,6/11/2020 9:42:54 AM,E316899,4/4/2023 3:28:29 PM,e4791cc7-8088-4069-804f-1bbfbf9181b2,-8954246.5152,2937760.2378
261,3022080000042,7541,North Miami Beach Senior High, ,1247 NE 167th St, ,Miami-Dade,33162,305-949-8381,,S,9-12,2500,1065,N,25.92969,-80.17532,927200.980732165,580989.9457587,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:31:37 AM,2370a30b-deb4-45eb-834b-6f9bb8b72a61,-8925075.7088,2990376.2374
262,0940250650070,9018,Florida Diagnostic and Learning Resources System/South,Former JRE Lee Center,6521 SW 62nd Ave, ,South Miami,33143,305-274-3501,,SPC,0,0,0, ,25.70981,-80.29333,888844.995544445,500845.77442006,E316899,6/11/2020 9:42:54 AM,E316899,3/31/2023 3:48:58 PM,49ebb01c-c002-4c73-9898-e34b96519b8d,-8938212.4245,2963185.0198
263,3421100030420,8016,TAP - Teenage Parent Program, ,2349 NW 175th St,ROOM 101,Miami Gardens,33056,305-626-3866,,E,PK,0,0,AC,25.93445,-80.23972,906022.750440445,582590.437280186,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 2:28:01 PM,a42788a9-072e-4c24-90ad-15abb163bd8f,-8932245.4213,2990964.8981
264,0622300130050,7591,North Miami Senior High, ,13110 NE 8th Ave, ,North Miami,33161,305-891-6590,,S,9-12,2766,1680,N,25.89694,-80.1833,924652.873465795,569070.313619599,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:32:50 AM,8d4359c9-18fc-4467-bca6-65b80a6a3025,-8925963.8698,2986323.1896
265,0131360051520,6921,Lamar Louise Curry Middle, ,15750 SW 47th St, ,Miami-Dade,33185,305-222-2775,,M,6-8,1060,709,S,25.72024,-80.44895,837587.087784708,504389.779031359,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:52:11 PM,34de945a-cc12-4402-b4c2-ebc9e8de5caf,-8955536.5796,2964472.7567
266,3050090000390,7361,Miami Killian Senior High, ,10655 SW 97th Ave, ,Miami-Dade,33176,305-271-3311,,S,9-12,3139,652,S,25.67009,-80.35078,869996.664774891,486311.800390519,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:21:43 AM,96e6f52a-6ead-40f0-aeb6-aaa2a643b2a3,-8944608.6888,2958278.2561
267,3050110000400,7431,Miami Palmetto Senior High, ,7431 SW 120th St, ,Miami,33156,305-235-1360,,S,9-12,2713,2618,S,25.6608,-80.3157,881568.645073667,482991.504963428,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:29:59 AM,30b2ea64-f563-4517-b9ed-b15a5a563d6a,-8940703.6048,2957130.2021
268,3031100000180,2981,Liberty City Elementary, ,1855 NW 71st St, ,Miami-Dade,33147,305-691-8532,,E,PK-5,830,323,C,25.8394,-80.22813,910035.61137218,548067.240576036,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 9:59:54 AM,b6656f87-c481-48bc-b64e-5b5629c0ac07,-8930955.0234,2979204.6545
269,2050110000400,7432,Miami Palmetto Adult Education, ,7431 SW 120th St, ,Miami,33156,305-235-1360,,O,0,0,0, ,25.6608,-80.3157,881568.645073667,482991.504963428,E316899,6/11/2020 9:42:54 AM,E316899,6/5/2024 12:55:49 PM,0f1dcba0-447f-48b0-9e50-12443fdf54bd,-8940703.6048,2957130.2021
270,3049280260010,0451,Doolin/Bowman Foster Ashe Elementary,Main Campus,6601 SW 152nd Ave, ,Miami-Dade,33193,305-386-6667,,E,PK-8,1366,849,S,25.70432,-80.44172,839992.559274949,498613.608017981,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:58:46 AM,355d19af-3745-42ff-b2c1-cbdda2a4b590,-8954731.5201,2962505.7823
271,0722080070890,2281,Greynolds Park Elementary PLC-C, ,1575 NE 177th St, ,North Miami Beach,33162,305-354-3208,,PLC,0,0,0,N,25.93882,-80.16912,929216.013054043,584319.218849801,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 11:18:41 AM,de244ee8-564d-427b-8bbf-65b1d25bf056,-8924386.0925,2991505.6713
272,3031110560010,0101,Arcola Lake Elementary, ,1037 NW 81st St, ,Miami-Dade,33150,305-836-2820,,E,PK-5,760,585,C,25.84918,-80.21402,914656.611312483,551648.972163372,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 10:53:22 AM,6597746e-b0b4-4e5f-b745-853d982dd443,-8929383.8744,2980414.1791
273,1079180050021,7551,School For Advanced Studies Homestead,Homestead,500 College Ter, ,Homestead,33030,305-237-5062,,S,11-12,0,127,S,25.47421,-80.47443,829551.893665224,414938.283012047,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:42:28 PM,3b1d2321-f16b-49fe-94a7-720134dbeb6d,-8958373.2383,2934104.5918
274,0131360770020,9797,Chapman House, ,526 NW 13th St, ,Miami,33136,305-416-1072,,O,0,0,0, ,25.78648,-80.20375,918172.230131757,528877.443438165,E316899,6/11/2020 9:42:54 AM,E316899,3/24/2023 12:58:18 PM,de25a3a4-2849-4efe-8b9b-0382c8645576,-8928240.6281,2972659.6817
275,3021330010025,8211,Nathaniel Traz Powell Football Stadium, ,11380 NW 27th Ave, ,Miami-Dade,33167,305-688-5490,,O,0,0,0, ,25.87227,-80.24712,903721.0754303,559977.465227127,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 1:16:35 PM,3366f6b8-338c-4937-97df-c2f40eba6a65,-8933068.9816,2983270.5172
276,0101070501090,7033,Law Enforcement Officers Memorial Senior High, ,300 NW 2nd Ave, ,Miami,33128,305-371-0400,,S,9-12,320,272,C,25.77727,-80.1982,920016.664821476,525542.400363058,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:52:27 PM,9828ee5c-a3dc-4d96-872a-8a5afaa3fcba,-8927623.5576,2971521.5725
277,3050220000010,2541,Howard Drive Elementary, ,7750 SW 136th St, ,Palmetto Bay,33156,305-235-1412,,E,PK-5,771,344,S,25.64398,-80.31886,880561.868240733,476873.975357734,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:03:35 PM,dd8109ee-db8d-42e3-a27b-847717016ff1,-8941054.4698,2955053.4644
278,0341200220630,7072,Coral Gables Adult Education, ,450 Bird Rd, ,Coral Gables,33146,305-443-4871,,O,0,0,0, ,25.73335,-80.26371,898549.654753484,509451.851612076,E316899,6/11/2020 9:42:54 AM,E316899,3/24/2023 1:08:05 PM,18af5264-2e1a-4e9c-80d5-5f56567de7c4,-8934915.3416,2966092.6512
279,1078140001110,5791,West Homestead K-8 Center, ,1550 SW 6th St, ,Homestead,33030,305-248-0812,,E,PK-8,981,873,S,25.46397,-80.49534,822668.471962813,411188.672512561,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 2:13:06 PM,ac9eb177-e6fb-4931-92a5-4a46db973444,-8960700.649,2932841.5233
280,0131360370630,1361,Frederick Douglass Elementary, ,314 NW 12th St, ,Miami,33136,305-371-4687,,E,PK-5,275,171,C,25.78532,-80.20082,919138.95499666,528463.540077776,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 2:08:51 PM,8df020a1-577f-40f1-9851-4efee5d1e259,-8927914.4527,2972516.91
281,0431060580010,7112,Hialeah Adult Education Center, ,251 E 47th St, ,Hialeah,33013,305-822-1500,,O,0,0,0, ,25.86554,-80.27553,894393.660637613,557478.073736802,E316899,6/11/2020 9:42:54 AM,E316899,3/17/2023 3:42:56 PM,f6c12dc7-b65b-4e4f-a601-9e3a5f1c21fd,-8936231.2619,2982437.6645
282,3411340000031,8151,Robert Renick Education Center, ,2201 NW 207th St, ,Miami Gardens,33056,305-624-1171,,SPC,PK-12,359,54,N,25.96501,-80.23892,906222.618600629,593699.614122532,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 10:52:55 AM,3f77398c-63cc-4494-ad00-d9b714da4271,-8932155.8524,2994748.2371
283,3421040100010,7231,Miami Carol City Senior High, ,3301 Miami Gardens Dr, ,Miami Gardens,33056,305-621-5681,,S,9-12,2701,791,N,25.94091,-80.25738,900208.076515026,584906.896034345,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 12:55:36 PM,cdbfb071-31c8-42ea-886d-bfc84a8870de,-8934210.4419,2991765.156
285,3059200105150,6771,Jorge Mas Canosa Middle, ,15735 SW 144th St, ,Miami-Dade,33196,305-252-5900,,M,6-8,1974,1015,S,25.63325,-80.44797,838042.551721133,472774.957881913,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:13:05 PM,9875cd81-cab5-4cfa-ba82-c19a3f9a2e89,-8955427.2079,2953728.1799
286,0430120230010,6171,Henry H. Filer Middle, ,531 W 29th St, ,Hialeah,33012,305-822-6601,,M,6-8,1150,727,N,25.84848,-80.29334,888570.81775219,551244.681602992,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 2:40:45 PM,3e3497f0-572b-41b4-a496-73bfecdf1bc0,-8938213.7191,2980327.0136
287,0341300340001,7571,International Studies Preparatory Academy, ,1570 Madruga Ave, ,Coral Gables,33146,305-663-7200,,S,9-12,422,374,C,25.70712,-80.28444,891777.315547176,499881.468499161,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:04:46 PM,0ecea51b-5615-4cb5-9cbc-27fbf4b87fa6,-8937222.8582,2962851.8691
288,3021350220010,2821,Lakeview Elementary, ,1290 NW 115th St, ,Miami-Dade,33167,305-757-1535,,E,PK-5,500,343,C,25.87943,-80.22021,912553.641454525,562629.177229598,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:29:55 PM,05455ac3-ec9c-4675-a4fa-4e94889d57cb,-8930073.5813,2984155.5702
289,3040310261020,8181,Ruth Owens Kruse Educational Center, ,11001 SW 76th St, ,Miami-Dade,33173,305-270-8699,,SPC,PK-12,0,112,S,25.69832,-80.3729,862663.158976063,496535.241296046,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:41:59 PM,92909b52-8f96-48ca-aaa8-16aa8161ed20,-8947070.7607,2961764.7647
290,0232220170010,3741,North Beach Elementary, ,4100 Prairie Ave, ,Miami Beach,33140,305-531-7666,,E,PK-5,891,896,N,25.81447,-80.13067,942153.739530094,539202.879095778,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:29:48 AM,a4662d2d-7745-4164-bb42-9b9bcdbe1f5d,-8920105.1475,2976120.4362
291,0420360010520,6681,Palm Springs Middle, ,1025 W 56th St, ,Hialeah,33012,305-821-2460,,M,6-8,1354,694,N,25.87382,-80.30521,884617.748436507,560435.773835555,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:40:42 AM,6c2e701f-a3cf-4ef0-82a0-b973e1df09c0,-8939535.24,2983462.3654
292,3021340000050,4491,Henry E. S. Reeves K-8 Center Lower Academy,Former Miami Park Elementary,2225 NW 103rd St, ,Miami-Dade,33147,305-691-6361,,E,PK-8,597,0,C,25.86867,-80.23595,907403.62084173,558687.594121926,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 11:22:08 AM,141ffe5f-56c7-42f1-885e-7112dd61f046,-8931824.8762,2982824.2428
293,3040310261020,9732,Brucie Ball Educational Center, ,11001 SW 76th St, ,Miami-Dade,33173,305-514-5100,,SPC,PK-12,0,469,S,25.69832,-80.3729,862663.158976063,496535.241296046,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:36:25 AM,9b957cee-f879-4eae-a2b4-f2424c5491df,-8947070.7607,2961764.7647
294,3020010090020,2181,Joella C. Good Elementary, ,6350 NW 188th Ter, ,Miami-Dade,33015,305-625-2008,,E,PK-5,963,931,N,25.94422,-80.30312,885168.610261023,586026.837411389,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:10:33 PM,f76ad9c1-0956-4463-9804-fe5903db7d9b,-8939302.7082,2992174.7336
295,3031030000020,7602,William H. Turner Technical Adult Education, ,10151 NW 19th Ave, ,Miami-Dade,33147,305-691-8324,,O,0,0,0, ,25.86809,-80.22919,909624.685291797,558490.366345741,E316899,6/11/2020 9:42:54 AM,E316899,4/5/2023 12:00:10 PM,80a73149-906f-49d5-8199-db385a3ddf38,-8931073.399,2982752.6955
296,0102080901120,5321,Southside Preparatory Academy, ,45 SW 13th St, ,Miami,33130,305-371-3311,,E,PK-8,887,883,C,25.76188,-80.19444,921288.000246659,519957.124453858,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:50:10 PM,92021d4c-4279-46c1-8115-096797286e98,-8927205.071,2969619.4859
297,0622210000030,5005,David Lawrence Jr. K-8 Center, ,15000 Bay Vista Blvd, ,North Miami,33181,305-354-2600,,E,PK-8,1367,1259,N,25.91385,-80.14552,937030.917125322,575294.291865394,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:56:11 AM,73c848e4-82d6-49d4-8be9-7ed72d3e57aa,-8921759.0293,2988415.3719
298,3079080000461,0651,Campbell Drive K-8 Center, ,15790 SW 307th St, ,Miami-Dade,33033,305-245-0270,,E,PK-8,1188,855,S,25.48148,-80.44588,838960.937897988,417618.405894548,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:39:18 AM,736d9bca-082a-4cfe-9806-71938f5f37a1,-8955194.6719,2935000.976
299,0141210161010,0841,Coconut Grove Elementary, ,3351 Matilda St, ,Miami,33133,305-445-7876,,E,PK-5,458,546,C,25.72889,-80.24313,905331.920871802,507869.449818596,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:45:43 AM,433e2384-0e88-4a82-99c5-91f9aa50dbf5,-8932625.0901,2965541.6246
300,3059110131410,6021,Arvida Middle, ,10900 SW 127th Ave, ,Miami-Dade,33186,305-385-7144,,M,6-8,1138,988,S,25.66654,-80.40116,853409.125303444,484940.618309244,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 10:54:12 AM,22f413fb-52f1-48b6-9d4e-573206c74bf3,-8950216.7997,2957838.9071
301,3059050172750,2521,Oliver Hoover Elementary PLC-U, ,15700 SW 96th St, ,Miami-Dade,33196,305-383-0915,,PLC,0,0,0,S,25.67673,-80.44975,837389.838504523,488574.142792627,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 1:38:17 PM,d3383fc5-8230-41cd-aa14-373283a641d4,-8955625.5417,2959097.3099
302,3040200000060,5521,Tropical Elementary, ,4545 SW 104th Ave, ,Miami-Dade,33165,305-221-0284,,E,PK-5,802,390,S,25.72534,-80.36307,865853.129923031,506370.916953206,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 2:09:54 PM,606c05d4-be51-45f7-8085-3fffb42f65f1,-8945976.3739,2965103.0354
303,3660050082270,6111,Cutler Bay Middle, ,19400 Gulfstream Rd, ,Cutler Bay,33157,305-235-4761,,M,6-8,965,926,S,25.5872,-80.34894,870751.499975596,456188.68714647,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:52:44 AM,2cfdcbfa-a1c5-41df-b61b-38f3316e00ea,-8944403.6209,2948044.2502
304,3049260050010,6441,Howard D. Mcmillan Middle, ,13100 SW 59th St, ,Miami-Dade,33183,305-385-6877,,M,6-8,1227,955,S,25.71243,-80.40589,851777.374901924,501612.624468774,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:03:28 PM,95811aa8-9da3-496b-8169-7e2d712b68ef,-8950742.9334,2963507.7489
305,3421040010040,0461,Brentwood Elementary PLC-D1, ,3101 NW 191st St, ,Miami Gardens,33056,305-624-2657,,PLC,0,0,0,N,25.94839,-80.25273,901719.812068436,587634.562980883,E316899,6/11/2020 9:42:54 AM,E316899,3/24/2023 12:46:25 PM,e6db5344-053c-4290-8ab4-f46b3dee01d6,-8933693.1063,2992691.2219
306,3021060040010,2801,Lake Stevens Elementary, ,5101 NW 183rd St, ,Miami-Dade,33055,305-625-6536,,E,PK-5,476,246,N,25.94017,-80.28516,891078.873562526,584584.779170044,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:29:11 PM,6c6463c6-1e2b-4007-91a2-6e58a68dd816,-8937303.3448,2991672.7513
307,0420360072190,5601,Twin Lakes Elementary, ,6735 W 5TH Pl, ,Hialeah,33012,305-822-0770,,E,PK-5,668,328,N,25.88315,-80.29464,888074.239191726,563843.924878731,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 2:10:28 PM,08c79afa-f379-484b-be17-e8f49029000b,-8938358.8892,2984616.2169
308,0341080093870,0961,Coral Gables Preparatory Academy MLC,Merredick Site,39 Zamora Ave, ,Coral Gables,33134,305-448-1731,,E,PK-8,378,808,C,25.75694,-80.25603,901027.69584379,518041.069156073,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:48:16 AM,78384573-cfae-4508-b6ff-40adc15cab1c,-8934061.0466,2969008.4112
309,3530180040020,0071,Eugenia B. Thomas K-8 Center, ,5950 NW 114th Ave, ,Doral,33178,305-592-7914,,E,PK-8,1421,864,C,25.8277,-80.38264,859234.937020868,543545.374587826,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 1:26:04 PM,b0f68daf-b18f-492d-9c12-618c38298c8e,-8948155.2258,2977757.3194
310,2230030010270,9236,Transportation Center Northwest,Northwest,9900 NW South River Drive, ,Medley,33166,305-887-2383,,A,0,0,0, ,25.86323,-80.3373,874083.708618697,556529.253255919,E316899,6/11/2020 9:42:54 AM,E316899,4/5/2023 11:36:20 AM,1924b544-81e6-4349-bd27-0a4b6fe694b8,-8943108.0983,2982151.2322
311,3050030060030,9575,South Region Office Annex, ,9040 SW 79th Ave, ,Miami-Dade,33156,305-595-7022,,A,0,0,0, ,25.68584,-80.32358,878926.422735207,492081.233483896,E316899,6/11/2020 9:42:54 AM,E316899,4/4/2023 3:32:29 PM,c79dd6f2-68d1-40c2-b373-ecb662b3b8a0,-8941580.7927,2960223.6978
312,3050060000811,7091,School For Advanced Studies South,South MDC-Kendall,11011 SW 104th St, ,Miami-Dade,33176,305-237-0510,,S,11-12,0,289,S,25.67516,-80.37414,862295.19609572,488115.130952202,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:44:31 PM,fd2bed39-2fe4-4fc0-bcd7-b30797413e3b,-8947208.6258,2958903.6832
313,2452050050010,2741,Key Biscayne K-8 Center, ,150 W McIntyre St, ,Key Biscayne,33149,305-361-5418,,E,PK-8,1150,879,C,25.69081,-80.16677,930560.020479295,494180.652109854,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:28:01 PM,9fea3bea-cd24-4361-99ad-3f9842b89b24,-8924124.22,2960836.9831
314,3060090220030,5981,Dr. Edward L. Whigham Elementary,Main Campus,21545 SW 87th Ave, ,Cutler Bay,33189,305-234-4840,,E,PK-5,898,732,S,25.5648,-80.33103,876695.937741131,448075.02109091,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 12:01:07 PM,d396d6f6-8245-4574-9127-fa343d2cae0d,-8942409.8227,2945279.2189
